Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
127615,Air_India,AI-402,Kolkata,Morning,two_or_more,Evening,Mumbai,Economy,7.58,2,13734
80579,Indigo,6E-354,Mumbai,Afternoon,one,Night,Chennai,Economy,7.33,25,4069
134341,Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Economy,22.92,42,6067
150244,Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.0,25,6207
114657,Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,43,1714
13706,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,20,4721
76950,Vistara,UK-950,Mumbai,Night,one,Morning,Hyderabad,Economy,11.5,47,3971
119494,Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,47,6444
220208,Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Business,25.0,21,47408
298579,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23.0,15,51345
174115,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Economy,16.75,31,4789
185654,Indigo,6E-515,Chennai,Morning,one,Evening,Delhi,Economy,7.67,37,6759
77823,Vistara,UK-873,Mumbai,Early_Morning,two_or_more,Night,Chennai,Economy,16.42,5,15192
180675,Indigo,6E-2062,Chennai,Evening,zero,Evening,Delhi,Economy,2.58,4,9452
188248,Indigo,6E-6137,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,8,10072
8047,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.92,40,5231
125313,Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Economy,23.33,36,9668
114240,Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,39,6133
55960,Air_India,AI-673,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.92,19,7152
18801,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,43,4896
207031,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.25,5,42424
55173,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Economy,6.92,15,11129
293905,Air_India,AI-538,Chennai,Night,one,Morning,Bangalore,Business,12.58,11,60260
9222,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,46,2476
189868,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,13.83,20,4357
140620,Indigo,6E-135,Kolkata,Morning,one,Night,Bangalore,Economy,10.25,37,5348
238219,Vistara,UK-950,Mumbai,Night,one,Evening,Hyderabad,Business,19.08,5,58125
67544,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,35,4213
83208,Air_India,AI-809,Mumbai,Morning,one,Evening,Chennai,Economy,9.0,43,4417
227396,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Business,27.5,25,44013
150717,Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Economy,23.83,30,6009
13354,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,19,3357
63817,Air_India,AI-867,Mumbai,Night,one,Morning,Kolkata,Economy,11.5,15,8981
228362,Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,7.67,34,50957
106731,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.75,30,3393
138035,AirAsia,I5-510,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,12.33,20,4257
251955,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,11.08,39,62524
283446,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,19.25,12,48851
147045,Indigo,6E-757,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.92,41,3401
10775,AirAsia,I5-773,Delhi,Evening,one,Morning,Bangalore,Economy,12.67,6,7423
82109,Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Chennai,Economy,7.42,36,2730
278329,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.67,19,45883
230071,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,11.67,2,78240
62161,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58,5,15498
176004,Indigo,6E-514,Hyderabad,Afternoon,one,Night,Kolkata,Economy,7.33,47,2057
6404,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,33,2410
92830,Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.5,44,4111
226554,Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Business,23.83,17,50957
9567,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,47,7575
42463,Indigo,6E-2005,Delhi,Morning,one,Afternoon,Chennai,Economy,5.58,46,3389
23792,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,22,5955
104840,Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.17,17,5178
40751,Air_India,AI-865,Delhi,Morning,one,Early_Morning,Chennai,Economy,20.67,36,3988
139304,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,14.75,28,6109
72737,GO_FIRST,G8-371,Mumbai,Evening,one,Night,Hyderabad,Economy,7.0,19,3960
299196,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,29,51457
81515,Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,Economy,21.25,31,9709
234903,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,10.67,11,77501
192418,Vistara,UK-836,Chennai,Morning,one,Morning,Mumbai,Economy,24.75,38,7053
23521,Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,21,3677
178969,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.67,32,7702
137664,Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.33,17,8786
224337,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,40,45672
57762,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,6.83,29,5102
89523,Air_India,AI-9505,Bangalore,Morning,one,Night,Delhi,Economy,14.58,28,5568
262536,Vistara,UK-708,Kolkata,Night,zero,Night,Delhi,Business,2.33,24,28510
176950,Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Economy,16.25,9,15268
180367,Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Economy,16.25,48,4009
56821,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,7.67,24,5102
204180,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Economy,16.5,19,9953
58999,Indigo,6E-219,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.75,36,2124
181746,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.58,12,13089
270779,Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Business,21.25,13,52175
73044,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Hyderabad,Economy,10.17,21,3916
261753,Air_India,AI-765,Kolkata,Night,one,Morning,Delhi,Business,12.08,10,48079
199653,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,9.17,20,6412
116989,Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,Economy,8.58,19,6444
240637,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.25,38,45693
222315,Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Business,24.25,9,45257
244308,Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Business,11.42,41,49613
225547,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,11.42,7,58864
287771,Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Business,2.75,5,56878
231316,Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Business,13.92,17,54608
209169,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Business,12.83,24,69113
26279,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,36,4700
298673,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,18,41064
221348,Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Business,12.58,41,39321
279900,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,9.92,43,45883
253659,Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,15,51817
77985,Indigo,6E-5307,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,7,7833
219272,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.17,4,65428
236574,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,21.17,31,69997
123438,GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.58,25,13386
237751,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,46,64285
297755,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,42,55377
59304,Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.58,37,6502
26896,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,14.17,39,6578
153466,Indigo,6E-6737,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.25,11,6868
241076,Vistara,UK-958,Mumbai,Afternoon,one,Night,Hyderabad,Business,10.5,44,45805
155331,GO_FIRST,G8-506,Hyderabad,Afternoon,two_or_more,Late_Night,Delhi,Economy,8.83,25,6132
291133,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,14,64113
242799,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Business,9.83,20,57453
259734,Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Business,24.92,20,44280
31858,Air_India,AI-435,Delhi,Early_Morning,two_or_more,Night,Hyderabad,Economy,15.67,25,5893
296569,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,24.92,16,55377
39144,Vistara,UK-673,Delhi,Afternoon,two_or_more,Evening,Chennai,Economy,30.58,26,7490
106525,GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Kolkata,Economy,7.5,28,6186
91894,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,39,5992
201518,Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Economy,22.83,39,4363
66022,Indigo,6E-5338,Mumbai,Morning,two_or_more,Afternoon,Kolkata,Economy,7.08,26,7674
222704,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.33,15,45257
45601,Vistara,UK-852,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.17,15,9840
1022,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,7,10723
163569,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,9.67,36,4660
128318,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.58,8,7958
235460,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,18,62045
161408,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.42,22,5060
59339,Air_India,AI-631,Mumbai,Evening,two_or_more,Night,Bangalore,Economy,24.75,37,8186
182502,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.58,17,8650
211106,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Business,17.5,42,29776
195168,Vistara,UK-834,Chennai,Evening,one,Night,Bangalore,Economy,6.17,19,12304
290457,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,4,49553
293163,Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Business,24.25,45,49553
19872,Indigo,6E-6264,Delhi,Evening,one,Night,Bangalore,Economy,6.0,48,5226
99709,Air_India,AI-9505,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.42,33,4027
142376,Indigo,6E-417,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.0,49,3860
47959,Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,27,2339
33892,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.33,39,5989
149417,Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,18.25,17,7687
122079,AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,11.83,18,3911
144568,Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,Economy,13.17,20,6090
160605,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25,17,5375
77905,Indigo,6E-5217,Mumbai,Evening,one,Night,Chennai,Economy,3.75,6,9671
18876,Indigo,6E-2753,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.08,44,3587
218529,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Business,5.67,41,53209
28955,Vistara,UK-963,Delhi,Morning,one,Afternoon,Hyderabad,Economy,27.42,3,10575
195530,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,5.25,24,4755
279697,Air_India,AI-507,Hyderabad,Morning,one,Evening,Mumbai,Business,8.75,40,37622
105939,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,24,8112
130068,SpiceJet,SG-732,Kolkata,Afternoon,one,Morning,Mumbai,Economy,16.42,18,6276
248675,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.08,2,59265
278440,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,9.67,21,45995
16694,Air_India,AI-560,Delhi,Morning,one,Morning,Bangalore,Economy,26.58,34,3610
191221,Indigo,6E-605,Chennai,Afternoon,one,Night,Mumbai,Economy,8.5,30,2857
76722,Vistara,UK-944,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.25,45,5014
158437,GO_FIRST,G8-515,Hyderabad,Afternoon,one,Night,Delhi,Economy,5.25,48,6198
127785,SpiceJet,SG-387,Kolkata,Night,one,Night,Mumbai,Economy,26.17,4,7958
32104,Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,27,5232
21097,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,31.25,7,14266
150060,Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,17.67,23,8843
93773,GO_FIRST,G8-118,Bangalore,Night,zero,Night,Delhi,Economy,2.75,48,4500
211311,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Business,6.0,43,60713
2039,Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,12,12298
124925,SpiceJet,SG-4025,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.33,34,6294
42631,Air_India,AI-542,Delhi,Morning,one,Night,Chennai,Economy,12.83,47,3610
208587,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,9.17,19,53164
66197,Indigo,6E-227,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,4.08,27,7434
25677,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,33,2903
122842,Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,12.58,22,6461
153987,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,15,7309
118796,AirAsia,I5-1228,Bangalore,Early_Morning,zero,Morning,Chennai,Economy,1.0,40,1603
22478,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,15,6443
212432,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,8,42457
108945,GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.92,44,7978
41943,Indigo,6E-954,Delhi,Evening,zero,Night,Chennai,Economy,3.0,43,2343
16441,AirAsia,I5-550,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,33,3090
252902,Air_India,AI-808,Bangalore,Night,one,Night,Kolkata,Business,25.33,3,61628
298390,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,11,41064
